file name,ego maneuver,ego augmented maneuver,target maneuver,minimum distance btw ego and target
123548.csv,go_straight,['accelerate'],go_straight,14.412863
123549.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",left_lane_change,1.6755558
12355.csv,go_straight,['right'],left_lane_change,2.9211326
123550.csv,go_straight,['accelerate'],LEFT,51.618683
123551.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,14.00076
123552.csv,go_straight,['accelerate'],go_straight,21.490751
123553.csv,go_straight,"['brake', 'left', 'accelerate', 'left_brake']",go_straight,3.8166373
123554.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,21.19068
123555.csv,go_straight,"['brake', 'right_accelerate', 'accelerate', 'right', 'right_brake']",go_straight,6.129852
123556.csv,go_straight,"['right', 'right_brake', 'brake']",go_straight,2.433119
123557.csv,go_straight,['no_augmentations'],left_lane_change,33.67577
123558.csv,go_straight,"['right', 'left_accelerate', 'accelerate', 'right_accelerate']",go_straight,2.7992523
123559.csv,RIGHT,"['left_brake', 'right', 'accelerate', 'brake', 'left_accelerate']",RIGHT,4.7919207
12356.csv,LEFT,"['left_accelerate', 'right', 'brake']",go_straight,10.098357
123560.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,0.26418972
123562.csv,go_straight,['right'],go_straight,3.1291447
123563.csv,RIGHT,['brake'],go_straight,0.53091884
123564.csv,go_straight,"['accelerate', 'left', 'left_accelerate', 'brake']",go_straight,0.15562338
123565.csv,go_straight,"['left_brake', 'accelerate', 'right']",RIGHT,65.87358
123567.csv,go_straight,['accelerate'],go_straight,10.630914
123568.csv,go_straight,['accelerate'],LEFT,26.280302
123569.csv,go_straight,['accelerate'],go_straight,23.891743
12357.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,44.448452
123570.csv,go_straight,['accelerate'],LEFT,5.0338182
123572.csv,go_straight,"['accelerate', 'left_brake', 'right']",not_defined,26.156221
123573.csv,go_straight,['accelerate'],go_straight,15.462406
123574.csv,RIGHT,['right'],RIGHT,15.371572
123575.csv,go_straight,['accelerate'],LEFT,10.245027
123576.csv,go_straight,['accelerate'],go_straight,19.994652
123577.csv,go_straight,"['brake', 'right_brake', 'right_accelerate', 'accelerate', 'right']",go_straight,0.31792256
123578.csv,go_straight,['accelerate'],LEFT,20.013338
123579.csv,go_straight,"['left_accelerate', 'left', 'left_brake', 'brake']",go_straight,5.6674147
12358.csv,go_straight,"['brake', 'accelerate']",go_straight,25.882174
123580.csv,go_straight,['accelerate'],go_straight,6.0916495
123581.csv,LEFT,['accelerate'],go_straight,1.2190797
123583.csv,go_straight,['accelerate'],LEFT,18.040337
123584.csv,LEFT,['brake'],go_straight,6.7882466
123585.csv,go_straight,['accelerate'],RIGHT,30.483019
123586.csv,go_straight,"['right', 'right_brake', 'left_accelerate', 'brake']",go_straight,2.1758685
123587.csv,go_straight,"['accelerate', 'brake']",go_straight,39.96724
123588.csv,RIGHT,['right'],RIGHT,1.3754478
123589.csv,right_lane_change,"['left_accelerate', 'left', 'accelerate', 'brake', 'left_brake']",0,4.721137
12359.csv,go_straight,['no_augmentations'],go_straight,10.514941
123590.csv,go_straight,['brake'],go_straight,0.07056131
123592.csv,go_straight,"['accelerate', 'left_accelerate', 'left', 'left_brake']",go_straight,0.119228646
123593.csv,go_straight,"['right', 'left_brake']",go_straight,48.359196
123594.csv,RIGHT,"['brake', 'left_brake', 'left']",go_straight,15.081675
123595.csv,go_straight,['accelerate'],RIGHT,34.046658
123596.csv,go_straight,['accelerate'],go_straight,24.63501
123597.csv,go_straight,['right'],go_straight,2.6379178
123598.csv,go_straight,"['left_brake', 'accelerate', 'right_accelerate', 'right']",left_lane_change,2.4722373
123599.csv,go_straight,['left'],not_defined,33.282383
1236.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,22.116842
12360.csv,go_straight,"['left_brake', 'right_accelerate', 'right', 'accelerate']",go_straight,41.92497
123600.csv,go_straight,"['right', 'right_accelerate', 'left_brake', 'accelerate']",right_lane_change,2.9158337
123601.csv,go_straight,['accelerate'],not_defined,37.47392
123602.csv,LEFT,['accelerate'],go_straight,7.901129
123603.csv,go_straight,['left'],go_straight,3.255841
123604.csv,go_straight,['right'],go_straight,0.13673641
123605.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",LEFT,1.6185421
123606.csv,go_straight,"['left_brake', 'accelerate', 'left', 'left_accelerate']",LEFT,30.803822
123607.csv,go_straight,"['left', 'left_brake']",RIGHT,43.59078
123608.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",go_straight,0.02865924
123609.csv,go_straight,"['left_brake', 'right_accelerate', 'accelerate', 'right']",go_straight,0.0479567
12361.csv,right_lane_change,"['left_accelerate', 'left']",right_lane_change,0.5004858
123611.csv,go_straight,['right'],go_straight,21.756506
123612.csv,go_straight,['right'],RIGHT,17.019482
123613.csv,go_straight,"['left', 'left_accelerate', 'left_brake', 'accelerate']",right_lane_change,13.916739
123614.csv,go_straight,['left'],RIGHT,0.8246031
123615.csv,go_straight,['accelerate'],go_straight,27.071764
123617.csv,go_straight,"['right', 'accelerate', 'right_accelerate']",go_straight,0.2752957
123618.csv,go_straight,['accelerate'],LEFT,19.881721
123619.csv,go_straight,['accelerate'],go_straight,15.745042
12362.csv,go_straight,['left'],LEFT,21.659683
123620.csv,go_straight,"['right_brake', 'brake', 'left_accelerate', 'right', 'left_brake']",go_straight,0.073775426
123621.csv,go_straight,"['accelerate', 'right_accelerate', 'right', 'left_brake']",go_straight,0.8770468
123622.csv,RIGHT,"['left_brake', 'left_accelerate', 'left', 'accelerate', 'brake']",RIGHT,13.952456
123623.csv,go_straight,['right'],go_straight,3.0002143
123624.csv,go_straight,['left'],go_straight,0.18142425
123625.csv,go_straight,"['right', 'left_accelerate', 'brake']",go_straight,0.0633352
123626.csv,go_straight,['accelerate'],go_straight,15.165213
123627.csv,go_straight,['accelerate'],go_straight,8.998938
123628.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,2.4091733
123629.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,3.483833
12363.csv,go_straight,['accelerate'],go_straight,5.5205345
123630.csv,go_straight,['accelerate'],LEFT,16.159534
123631.csv,go_straight,['accelerate'],go_straight,0.060866904
123632.csv,go_straight,['accelerate'],go_straight,15.4869175
123634.csv,go_straight,"['brake', 'right', 'accelerate', 'right_accelerate']",go_straight,2.9259686
123635.csv,go_straight,['left'],left_lane_change,1.8738564
123636.csv,LEFT,"['accelerate', 'right_accelerate', 'right']",go_straight,9.034289
123637.csv,go_straight,"['accelerate', 'brake']",go_straight,0.27654463
123638.csv,go_straight,['left'],go_straight,2.7114189
123639.csv,go_straight,"['right', 'right_accelerate']",0,8.740068
12364.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,21.345564
123640.csv,go_straight,['right'],go_straight,3.971427
123641.csv,go_straight,['accelerate'],LEFT,3.1583939
123642.csv,go_straight,"['left_accelerate', 'accelerate']",LEFT,21.74055
123643.csv,go_straight,['right'],go_straight,3.022961
123644.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,31.358398
123645.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",RIGHT,46.492695
123646.csv,go_straight,['left'],go_straight,2.8478274
123647.csv,go_straight,['right'],not_defined,30.743738
123648.csv,go_straight,['left'],go_straight,30.55652
123649.csv,LEFT,"['left_brake', 'accelerate']",go_straight,8.922541
12365.csv,go_straight,['brake'],not_defined,3.2238483
123650.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,0.09434385
123651.csv,LEFT,"['brake', 'right_brake', 'right']",RIGHT,9.229538
123652.csv,go_straight,"['right', 'left_accelerate', 'accelerate', 'left_brake', 'right_accelerate', 'brake']",RIGHT,2.9458833
123653.csv,go_straight,['brake'],go_straight,0.33589706
123654.csv,RIGHT,"['accelerate', 'brake']",go_straight,0.11536103
123655.csv,go_straight,['right'],go_straight,1.5682657
123656.csv,go_straight,"['accelerate', 'left_accelerate']",go_straight,13.807309
123657.csv,RIGHT,"['left', 'accelerate', 'left_accelerate']",go_straight,37.4543
123658.csv,go_straight,['accelerate'],go_straight,0.18049325
123659.csv,RIGHT,['no_augmentations'],go_straight,19.081358
12366.csv,go_straight,['accelerate'],go_straight,3.4867988
123660.csv,go_straight,['accelerate'],not_defined,0.066782616
123661.csv,go_straight,"['left_accelerate', 'right', 'brake', 'right_accelerate', 'accelerate']",go_straight,3.8372498
123662.csv,go_straight,['accelerate'],go_straight,10.481248
123663.csv,go_straight,['accelerate'],go_straight,3.3586483
123664.csv,go_straight,"['brake', 'accelerate', 'left', 'left_accelerate', 'left_brake']",go_straight,0.23052308
123665.csv,go_straight,"['left_brake', 'left', 'brake']",left_lane_change,3.123304
123666.csv,go_straight,"['right_accelerate', 'accelerate', 'left_brake', 'right']",go_straight,9.03453
123667.csv,go_straight,"['brake', 'right', 'left_accelerate']",LEFT,4.407491
123668.csv,RIGHT,['brake'],LEFT,9.787014
123669.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",LEFT,20.609798
12367.csv,go_straight,"['accelerate', 'right', 'left_brake']",LEFT,0.036027085
123670.csv,go_straight,"['brake', 'accelerate']",go_straight,35.047455
123672.csv,go_straight,"['left_brake', 'right_accelerate', 'accelerate', 'right']",go_straight,5.6341023
123673.csv,go_straight,"['left_accelerate', 'accelerate', 'left']",LEFT,17.855392
123674.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,20.557434
123675.csv,go_straight,"['left_brake', 'brake', 'left', 'left_accelerate']",go_straight,0.04067859
123676.csv,go_straight,"['left_brake', 'right', 'accelerate']",RIGHT,17.380823
123677.csv,go_straight,['accelerate'],LEFT,17.437006
123678.csv,go_straight,"['accelerate', 'left_brake']",go_straight,13.004032
123679.csv,go_straight,['right'],go_straight,2.644252
12368.csv,go_straight,"['left', 'brake']",go_straight,4.5976176
123680.csv,RIGHT,"['right', 'accelerate', 'right_accelerate', 'left_brake']",not_defined,1.9837815
123681.csv,go_straight,"['right', 'left_brake', 'accelerate', 'brake']",LEFT,26.687426
123682.csv,go_straight,"['accelerate', 'left_brake', 'left_accelerate', 'right', 'brake']",RIGHT,3.5182426
123683.csv,go_straight,['right'],go_straight,26.345642
123684.csv,go_straight,"['brake', 'accelerate']",go_straight,3.2723117
123685.csv,LEFT,['no_augmentations'],LEFT,6.435794
123686.csv,go_straight,"['right', 'accelerate', 'brake', 'left_accelerate', 'left_brake']",not_defined,19.26101
123687.csv,go_straight,"['right_brake', 'brake', 'right', 'left_accelerate']",not_defined,2.3329742
123688.csv,go_straight,['right'],not_defined,0.12915835
123689.csv,go_straight,"['left', 'accelerate', 'brake']",left_lane_change,3.0377235
12369.csv,go_straight,['no_augmentations'],LEFT,26.273445
123690.csv,LEFT,"['accelerate', 'right', 'left_brake']",go_straight,3.2140713
123691.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,5.622401
123692.csv,right_lane_change,"['left_brake', 'left', 'accelerate', 'brake', 'left_accelerate']",go_straight,4.246934
123694.csv,go_straight,['right'],go_straight,0.15821838
123695.csv,go_straight,['left'],left_lane_change,5.380337
123697.csv,go_straight,"['left', 'accelerate']",LEFT,28.973969
123698.csv,go_straight,['right'],LEFT,2.7390754
123699.csv,go_straight,['no_augmentations'],go_straight,0.22208978
1237.csv,RIGHT,['no_augmentations'],LEFT,15.577602
12370.csv,go_straight,['brake'],go_straight,68.58187
123700.csv,go_straight,['no_augmentations'],RIGHT,17.476505
123701.csv,go_straight,"['right', 'accelerate', 'left_accelerate', 'right_accelerate', 'left_brake', 'brake', 'right_brake']",go_straight,7.484583
123702.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,3.0068831
123703.csv,go_straight,['accelerate'],go_straight,13.554287
123704.csv,go_straight,"['brake', 'accelerate']",go_straight,3.1972785
123705.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake']",go_straight,2.927527
123706.csv,go_straight,"['left_brake', 'brake', 'left']",0,28.714256
123708.csv,go_straight,"['right', 'accelerate', 'left_brake']",go_straight,3.1023557
123709.csv,go_straight,"['accelerate', 'right_accelerate', 'left_brake', 'right']",go_straight,23.341578
12371.csv,go_straight,"['right', 'left_accelerate']",LEFT,2.610986
123710.csv,go_straight,['left'],RIGHT,0.25215524
123711.csv,go_straight,"['left', 'brake', 'left_brake']",LEFT,7.419734
123712.csv,go_straight,"['brake', 'accelerate']",error: no nearby lanes found,47.79042
123713.csv,go_straight,['brake'],go_straight,0.058116753
123714.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,3.544626
123715.csv,go_straight,"['left_accelerate', 'accelerate', 'left', 'left_brake', 'brake']",go_straight,5.241185
123716.csv,go_straight,['left'],left_lane_change,0.6859821
123717.csv,go_straight,"['right', 'left_accelerate', 'brake', 'right_brake', 'left_brake']",go_straight,2.556845
123718.csv,go_straight,"['left', 'left_brake']",RIGHT,42.009895
123719.csv,LEFT,['right'],go_straight,0.87374216
12372.csv,right_lane_change,['left'],go_straight,0.10810358
123721.csv,go_straight,['right'],LEFT,0.24780554
123722.csv,go_straight,['brake'],go_straight,0.5353079
123723.csv,go_straight,"['right', 'left_brake', 'accelerate']",RIGHT,6.8168993
123725.csv,go_straight,"['left_accelerate', 'accelerate']",go_straight,5.15518
123726.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,0.020272862
123727.csv,go_straight,"['accelerate', 'left', 'right_accelerate', 'left_accelerate', 'right']",go_straight,0.08854165
123728.csv,not_defined,['accelerate'],not_defined,3.4241393
123729.csv,go_straight,"['accelerate', 'right']",RIGHT,6.183843
12373.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",RIGHT,113.55512
123730.csv,LEFT,['right'],go_straight,4.9670935
123731.csv,go_straight,"['accelerate', 'left_brake', 'right']",go_straight,11.149564
123732.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,3.061132
123733.csv,go_straight,['accelerate'],not_defined,1.028525
123734.csv,LEFT,"['right', 'left_brake', 'accelerate']",RIGHT,10.790391
123735.csv,go_straight,['left'],go_straight,0.041270778
123737.csv,go_straight,"['right', 'accelerate', 'right_accelerate', 'left_brake']",go_straight,12.928973
123738.csv,go_straight,"['left_accelerate', 'brake', 'right']",go_straight,0.26391032
123739.csv,go_straight,['accelerate'],go_straight,23.974384
12374.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,6.8598723
123740.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",go_straight,0.062184162
123741.csv,LEFT,['accelerate'],LEFT,2.495457
123742.csv,RIGHT,"['accelerate', 'brake', 'left']",go_straight,2.7291253
123743.csv,go_straight,['left'],go_straight,3.2662556
123745.csv,go_straight,['right'],go_straight,7.987486
123747.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,20.145226
123748.csv,go_straight,"['accelerate', 'left_accelerate', 'left_brake', 'right', 'brake']",LEFT,18.90208
123749.csv,LEFT,['right'],RIGHT,3.896038
12375.csv,LEFT,['brake'],go_straight,2.9965281
123750.csv,LEFT,"['right_brake', 'right', 'accelerate', 'brake', 'left_brake', 'right_accelerate', 'left_accelerate']",go_straight,2.8515818
123752.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,3.027049
123753.csv,go_straight,['accelerate'],left_lane_change,3.9399152
123754.csv,left_lane_change,"['left_brake', 'left_accelerate', 'right', 'right_brake', 'left', 'brake', 'accelerate']",go_straight,8.10219
123755.csv,go_straight,"['brake', 'left_accelerate', 'right', 'right_brake']",go_straight,2.8802586
123756.csv,LEFT,['brake'],not_defined,1.0509902
123757.csv,go_straight,['accelerate'],LEFT,21.11985
123758.csv,go_straight,['accelerate'],LEFT,8.628614
123759.csv,go_straight,['accelerate'],left_lane_change,2.4704566
12376.csv,0,['no_augmentations'],go_straight,2.2304437
123760.csv,go_straight,"['accelerate', 'right', 'left_brake']",LEFT,1.1916819
123761.csv,go_straight,"['brake', 'accelerate', 'left', 'left_accelerate', 'left_brake']",LEFT,3.4614165
123762.csv,go_straight,"['left_brake', 'left', 'brake']",go_straight,12.991896
123763.csv,go_straight,['accelerate'],LEFT,18.300817
123764.csv,go_straight,['brake'],go_straight,3.8341508
123765.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,0.33961445
123766.csv,go_straight,"['left_accelerate', 'brake', 'right']",LEFT,0.715849
123767.csv,go_straight,['accelerate'],go_straight,3.153134
123768.csv,go_straight,['accelerate'],go_straight,29.914242
12377.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",LEFT,23.893103
123770.csv,go_straight,['right'],left_lane_change,0.37460768
123771.csv,go_straight,"['left_accelerate', 'accelerate', 'left', 'left_brake', 'brake']",go_straight,4.0809674
123772.csv,go_straight,"['left', 'left_brake', 'brake']",go_straight,2.884456
123773.csv,go_straight,"['brake', 'accelerate']",go_straight,3.0053983
123774.csv,go_straight,['left'],go_straight,0.15903135
123775.csv,LEFT,['brake'],not_defined,3.102176
123777.csv,go_straight,"['right_accelerate', 'left_brake', 'accelerate', 'right']",0,3.9441736
123778.csv,go_straight,['brake'],go_straight,0.368662
123779.csv,go_straight,"['left', 'brake', 'left_brake']",not_defined,4.185823
12378.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,8.586044
123780.csv,go_straight,['right'],RIGHT,11.22221
123781.csv,go_straight,['accelerate'],left_lane_change,3.60805
123782.csv,go_straight,['accelerate'],go_straight,3.164355
123783.csv,go_straight,['accelerate'],go_straight,13.895998
123786.csv,go_straight,['right'],go_straight,5.1539145
123787.csv,go_straight,['accelerate'],RIGHT,26.885715
123788.csv,LEFT,['right'],0,7.9104834
123789.csv,go_straight,['left'],right_lane_change,0.19849718
12379.csv,go_straight,['right'],go_straight,37.863903
123791.csv,go_straight,['brake'],go_straight,0.26323974
123792.csv,go_straight,['accelerate'],go_straight,71.1893
123793.csv,go_straight,"['left_brake', 'left', 'brake']",go_straight,3.266957
123794.csv,go_straight,"['accelerate', 'right', 'right_accelerate']",LEFT,18.26347
123795.csv,go_straight,"['accelerate', 'right_accelerate', 'right_brake', 'right', 'brake']",left_lane_change,20.176546
123796.csv,go_straight,"['left', 'brake', 'left_brake']",LEFT,30.187283
123797.csv,not_defined,['accelerate'],not_defined,2.5823002
123799.csv,go_straight,"['right', 'right_accelerate', 'accelerate', 'brake']",go_straight,18.998098
12380.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,2.6274016
123800.csv,RIGHT,"['left_accelerate', 'left', 'accelerate']",LEFT,6.0434313
123801.csv,go_straight,"['right', 'right_brake', 'brake', 'left_accelerate']",go_straight,16.292492
123802.csv,go_straight,['accelerate'],not_defined,11.459671
123803.csv,LEFT,"['right_brake', 'right', 'brake']",go_straight,0.22303393
123804.csv,go_straight,['left'],go_straight,2.5878286
123805.csv,go_straight,['right'],go_straight,0.23090824
123806.csv,go_straight,"['left_brake', 'left', 'brake', 'left_accelerate', 'accelerate']",go_straight,2.698462
123807.csv,go_straight,['brake'],go_straight,3.5348852
123808.csv,go_straight,['accelerate'],go_straight,0.036373727
123809.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,0.09661896
12381.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",LEFT,6.086769
123810.csv,go_straight,"['accelerate', 'left_brake', 'right_accelerate', 'right']",go_straight,2.4584332
123811.csv,go_straight,"['brake', 'accelerate']",LEFT,8.912036
123812.csv,go_straight,"['right', 'right_brake', 'brake', 'left_accelerate']",go_straight,0.3840597
123813.csv,go_straight,"['brake', 'left', 'left_brake', 'left_accelerate']",go_straight,2.8965197
123815.csv,LEFT,['brake'],not_defined,51.974125
123816.csv,LEFT,"['left_brake', 'accelerate', 'right', 'brake', 'left_accelerate']",LEFT,7.170012
123817.csv,go_straight,['left'],go_straight,2.517508
123819.csv,go_straight,"['left_brake', 'left_accelerate', 'right', 'accelerate', 'brake']",not_defined,2.9278636
123820.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",0,10.858143
123822.csv,go_straight,"['left_accelerate', 'left', 'accelerate']",RIGHT,19.041712
123823.csv,not_defined,['accelerate'],LEFT,2.8805
123824.csv,go_straight,['left'],left_lane_change,7.831676
123825.csv,go_straight,['left'],go_straight,2.567185
123826.csv,go_straight,"['accelerate', 'brake']",left_lane_change,2.6141567
123828.csv,go_straight,['left'],right_lane_change,1.2368579
123829.csv,go_straight,"['left_brake', 'right', 'left_accelerate', 'brake', 'right_brake', 'accelerate', 'right_accelerate']",go_straight,0.63499385
12383.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",go_straight,41.015648
123830.csv,go_straight,"['accelerate', 'left_accelerate', 'left']",go_straight,12.997463
123831.csv,RIGHT,"['accelerate', 'brake']",go_straight,6.0462756
123832.csv,go_straight,['right'],go_straight,45.751568
123833.csv,RIGHT,['accelerate'],RIGHT,0.58837914
123834.csv,LEFT,['accelerate'],go_straight,31.326437
123836.csv,go_straight,['accelerate'],go_straight,4.741892
123837.csv,go_straight,"['brake', 'left', 'left_brake']",go_straight,2.340415
123838.csv,go_straight,"['left', 'left_accelerate', 'left_brake', 'brake', 'accelerate']",right_lane_change,0.47779086
123839.csv,not_defined,['accelerate'],go_straight,5.359487
12384.csv,go_straight,['accelerate'],go_straight,3.7173636
123842.csv,go_straight,"['brake', 'right', 'right_brake', 'right_accelerate']",LEFT,1.3812885
123844.csv,go_straight,['accelerate'],go_straight,7.5252943
123845.csv,go_straight,"['accelerate', 'left', 'left_accelerate']",go_straight,8.620151
123846.csv,go_straight,"['accelerate', 'right_accelerate']",go_straight,17.392057
123847.csv,go_straight,['no_augmentations'],go_straight,5.735129
123848.csv,go_straight,"['left', 'brake']",LEFT,13.2732
123849.csv,go_straight,['brake'],go_straight,3.1099372
12385.csv,RIGHT,"['accelerate', 'brake']",LEFT,0.31039456
123850.csv,LEFT,"['accelerate', 'brake']",go_straight,25.967789
123851.csv,go_straight,"['right', 'right_brake', 'brake']",go_straight,2.9494567
123852.csv,go_straight,"['accelerate', 'left_brake', 'right']",RIGHT,3.303661
123853.csv,LEFT,['brake'],go_straight,0.15100606
123854.csv,go_straight,['accelerate'],go_straight,24.119139
123855.csv,go_straight,"['brake', 'accelerate', 'left_brake', 'right', 'left_accelerate']",LEFT,1.9167243
123856.csv,go_straight,"['accelerate', 'brake']",go_straight,6.9426894
123857.csv,go_straight,"['right', 'left_brake', 'left_accelerate', 'accelerate', 'brake']",go_straight,3.2604182
123858.csv,go_straight,"['right', 'left_brake', 'accelerate']",go_straight,74.13516
123859.csv,RIGHT,"['left_accelerate', 'brake', 'right']",go_straight,0.46217033
12386.csv,go_straight,"['accelerate', 'brake']",right_lane_change,10.158049
123860.csv,go_straight,['left'],go_straight,9.459343
123861.csv,go_straight,['left'],go_straight,8.007896
123862.csv,LEFT,"['right_brake', 'brake', 'left_accelerate', 'right']",go_straight,0.18019617
123863.csv,go_straight,"['accelerate', 'right', 'left_brake']",go_straight,32.874233
123864.csv,go_straight,['right'],go_straight,2.9250715
123865.csv,go_straight,['accelerate'],RIGHT,26.017311
123866.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,3.1806185
123868.csv,go_straight,"['accelerate', 'right', 'left_brake']",LEFT,6.262413
123869.csv,go_straight,['accelerate'],RIGHT,11.982436
12387.csv,RIGHT,"['accelerate', 'left_accelerate', 'left']",go_straight,3.2295852
123870.csv,go_straight,"['left_accelerate', 'accelerate', 'left', 'brake', 'left_brake']",go_straight,2.871107
123871.csv,go_straight,['brake'],go_straight,3.1976106
123872.csv,go_straight,['right'],go_straight,14.866192
123873.csv,go_straight,['right'],go_straight,3.5475404
123874.csv,go_straight,['left'],go_straight,8.5473385
123875.csv,RIGHT,['accelerate'],not_defined,2.444327
123876.csv,go_straight,"['accelerate', 'right', 'right_brake', 'brake', 'right_accelerate']",not_defined,2.6540675
123878.csv,go_straight,['accelerate'],LEFT,0.49796858
123879.csv,go_straight,['accelerate'],go_straight,19.825247
12388.csv,go_straight,"['left_accelerate', 'left_brake', 'right_brake', 'right_accelerate', 'right', 'accelerate', 'brake']",RIGHT,12.492411
123880.csv,RIGHT,"['right', 'left_brake', 'left_accelerate']",go_straight,18.383524
123881.csv,go_straight,['left'],go_straight,3.0369644
123882.csv,go_straight,['right'],go_straight,0.30230382
123883.csv,go_straight,"['left_brake', 'right']",LEFT,1.0796726
123884.csv,go_straight,"['left_brake', 'right', 'accelerate', 'right_accelerate']",right_lane_change,21.541384
123885.csv,go_straight,"['left_brake', 'brake', 'left_accelerate', 'accelerate', 'left']",go_straight,0.0320667
123886.csv,go_straight,['right'],go_straight,0.1969295
123887.csv,go_straight,"['accelerate', 'left_brake', 'left', 'brake']",right_lane_change,0.036269676
123888.csv,go_straight,"['left', 'left_accelerate']",LEFT,1.3670461
123889.csv,go_straight,"['accelerate', 'left_accelerate', 'left', 'brake', 'left_brake']",go_straight,0.069891624
123890.csv,go_straight,"['accelerate', 'brake']",go_straight,3.4157057
123891.csv,go_straight,"['accelerate', 'right', 'left_brake']",LEFT,20.432394
123892.csv,go_straight,['brake'],not_defined,3.6560688
123893.csv,right_lane_change,['left'],left_lane_change,8.329096
123894.csv,go_straight,"['accelerate', 'right', 'left_brake', 'right_accelerate']",go_straight,12.154993
123895.csv,go_straight,"['right', 'left_brake', 'left_accelerate']",LEFT,19.354248
123896.csv,go_straight,"['left', 'brake', 'left_brake']",go_straight,3.1690319
123898.csv,go_straight,"['left_accelerate', 'accelerate']",go_straight,71.09818
123899.csv,go_straight,"['left', 'left_brake', 'accelerate', 'left_accelerate']",not_defined,31.22589
1239.csv,go_straight,['left'],go_straight,19.617353
12390.csv,go_straight,"['left', 'left_accelerate', 'accelerate', 'brake']",go_straight,4.8299956
123901.csv,go_straight,['right'],go_straight,17.240988
123902.csv,go_straight,['accelerate'],go_straight,6.617457
123903.csv,go_straight,"['brake', 'left_brake', 'left']",go_straight,7.508157
123904.csv,go_straight,['accelerate'],go_straight,20.998487
123905.csv,go_straight,['right'],go_straight,0.08962308
123906.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,0.112997025
123907.csv,go_straight,"['left_brake', 'accelerate', 'right']",go_straight,0.15826425
123908.csv,go_straight,"['accelerate', 'right_accelerate']",not_defined,10.733364
123909.csv,go_straight,['brake'],right_lane_change,10.660754
12391.csv,go_straight,['accelerate'],RIGHT,0.3396113
123910.csv,go_straight,"['left', 'brake', 'left_brake']",RIGHT,0.8083516
123911.csv,go_straight,['accelerate'],go_straight,19.974358
123913.csv,go_straight,['left'],go_straight,2.9229789
123914.csv,RIGHT,"['left_accelerate', 'left', 'accelerate', 'brake']",go_straight,2.8529084
123915.csv,go_straight,"['brake', 'accelerate']",go_straight,3.8609793
123916.csv,go_straight,['accelerate'],go_straight,39.455814
123917.csv,RIGHT,['brake'],go_straight,3.131674
123918.csv,go_straight,"['accelerate', 'left_accelerate']",go_straight,2.7162778
123919.csv,LEFT,['left'],go_straight,3.3311334
12392.csv,go_straight,"['left', 'left_accelerate', 'accelerate']",go_straight,2.6404223
123920.csv,go_straight,"['left_brake', 'accelerate', 'right']",not_defined,14.460259
123921.csv,RIGHT,['brake'],not_defined,6.3228354
123922.csv,go_straight,"['right', 'right_brake', 'brake']",go_straight,0.06788671
123923.csv,go_straight,"['right_accelerate', 'accelerate', 'left_brake', 'right']",go_straight,10.243821
123924.csv,go_straight,"['brake', 'accelerate']",go_straight,4.13381
123925.csv,go_straight,"['accelerate', 'left', 'left_accelerate', 'left_brake', 'brake']",right_lane_change,0.21055514
123926.csv,RIGHT,"['right', 'left_accelerate', 'brake', 'left_brake', 'accelerate']",go_straight,9.23417
